state_id,state_name,district_id,district_name,Discrepancy,district_name_cowin,Remark,district_id_add
22,Manipur,405,Thoubal,Thoubal,Thoubal,,
22,Manipur,406,Ukhrul,Ukhrul,Ukhrul,,
23,Meghalaya,424,East Garo Hills,East Garo Hills,East Garo Hills,,
23,Meghalaya,418,East Jaintia Hills,East Jaintia Hills,East Jaintia Hills,,
23,Meghalaya,414,East Khasi Hills,East Khasi Hills,East Khasi Hills,,
23,Meghalaya,423,North Garo Hills,North Garo Hills,North Garo Hills,,
23,Meghalaya,417,Ribhoi,Ribhoi,Ri-Bhoi,,
23,Meghalaya,421,South Garo Hills,South Garo Hills,South Garo Hills,,
23,Meghalaya,422,South West Garo Hills,South West Garo Hills,South West Garo Hills,,
23,Meghalaya,415,South West Khasi Hills,South West Khasi Hills,South West Khasi Hills,,
23,Meghalaya,420,West Garo Hills,West Garo Hills,West Garo Hills,,
23,Meghalaya,416,West Jaintia Hills,West Jaintia Hills,West Jaintia Hills,,
23,Meghalaya,419,West Khasi Hills,West Khasi Hills,West Khasi Hills,,
24,Mizoram,425,Aizawl,#N/A,Aizawl East,Add to Aizawl,426
24,Mizoram,426,Aizawl,#N/A,Aizawl West,Add to Aizawl,425
24,Mizoram,429,Champhai,Champhai,Champhai,,
24,Mizoram,428,Kolasib,Kolasib,Kolasib,,
24,Mizoram,432,Lawngtlai,Lawngtlai,Lawngtlai,,
24,Mizoram,431,Lunglei,Lunglei,Lunglei,,
24,Mizoram,427,Mamit,Mamit,Mamit,,
24,Mizoram,430,Serchhip,Serchhip,Serchhip,,
24,Mizoram,433,Saiha,Saiha,Siaha,,
25,Nagaland,434,Dimapur,Dimapur,Dimapur,,
25,Nagaland,444,Kiphire,Kiphire,Kiphire,,
25,Nagaland,441,Kohima,Kohima,Kohima,,
25,Nagaland,438,Longleng,Longleng,Longleng,,
25,Nagaland,437,Mokokchung,Mokokchung,Mokokchung,,
25,Nagaland,439,Mon,Mon,Mon,,
25,Nagaland,435,Peren,Peren,Peren,,
25,Nagaland,443,Phek,Phek,Phek,,
25,Nagaland,440,Tuensang,Tuensang,Tuensang,,
25,Nagaland,436,Wokha,Wokha,Wokha,,
25,Nagaland,442,Zunheboto,Zunheboto,Zunheboto,,
26,Odisha,445,Angul,Angul,Angul,,
26,Odisha,448,Balangir,Balangir,Balangir,,
26,Odisha,447,Balasore,Balasore,Balasore,,
26,Odisha,472,Bargarh,Bargarh,Bargarh,,
26,Odisha,454,Bhadrak,Bhadrak,Bhadrak,,
26,Odisha,468,Boudh,Boudh,Boudh,,
26,Odisha,457,Cuttack,Cuttack,Cuttack,,
26,Odisha,473,Deogarh,Deogarh,Deogarh,,
26,Odisha,458,Dhenkanal,Dhenkanal,Dhenkanal,,
26,Odisha,467,Gajapati,Gajapati,Gajapati,,
26,Odisha,449,Ganjam,Ganjam,Ganjam,,
26,Odisha,459,Jagatsinghpur,Jagatsinghpur,Jagatsinghpur,,
26,Odisha,460,Jajpur,Jajpur,Jajpur,,
26,Odisha,474,Jharsuguda,Jharsuguda,Jharsuguda,,
26,Odisha,464,Kalahandi,Kalahandi,Kalahandi,,
26,Odisha,450,Kandhamal,Kandhamal,Kandhamal,,
26,Odisha,461,Kendrapara,Kendrapara,Kendrapara,,
26,Odisha,455,Kendujhar,Kendujhar,Kendujhar,,
26,Odisha,446,Khordha,Khordha,Khurda,,
26,Odisha,451,Koraput,Koraput,Koraput,,
26,Odisha,469,Malkangiri,Malkangiri,Malkangiri,,
26,Odisha,456,Mayurbhanj,Mayurbhanj,Mayurbhanj,,
26,Odisha,470,Nabarangapur,Nabarangapur,Nabarangpur,,
26,Odisha,462,Nayagarh,Nayagarh,Nayagarh,,
26,Odisha,465,Nuapada,Nuapada,Nuapada,,
26,Odisha,463,Puri,Puri,Puri,,
26,Odisha,471,Rayagada,Rayagada,Rayagada,,
26,Odisha,452,Sambalpur,Sambalpur,Sambalpur,,
26,Odisha,466,Subarnapur,Subarnapur,Subarnapur,,
26,Odisha,453,Sundargarh,Sundargarh,Sundargarh,,
27,Puducherry,476,Karaikal,Karaikal,Karaikal,,
27,Puducherry,477,Mahe,Mahe,Mahe,,
27,Puducherry,475,Puducherry,Puducherry,Puducherry,,
27,Puducherry,478,Yanam,Yanam,Yanam,,
28,Punjab,485,Amritsar,Amritsar,Amritsar,,
28,Punjab,483,Barnala,Barnala,Barnala,,
28,Punjab,493,Bathinda,Bathinda,Bathinda,,
28,Punjab,499,Faridkot,Faridkot,Faridkot,,
28,Punjab,484,Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib,,
28,Punjab,487,Fazilka,Fazilka,Fazilka,,
28,Punjab,480,Ferozepur,Ferozepur,Ferozpur,,
28,Punjab,489,Gurdaspur,Gurdaspur,Gurdaspur,,
28,Punjab,481,Hoshiarpur,Hoshiarpur,Hoshiarpur,,
28,Punjab,492,Jalandhar,Jalandhar,Jalandhar,,
28,Punjab,479,Kapurthala,Kapurthala,Kapurthala,,
28,Punjab,488,Ludhiana,Ludhiana,Ludhiana,,
28,Punjab,482,Mansa,Mansa,Mansa,,
28,Punjab,491,Moga,Moga,Moga,,
28,Punjab,486,Pathankot,Pathankot,Pathankot,,
28,Punjab,494,Patiala,Patiala,Patiala,,
28,Punjab,497,Rupnagar,Rupnagar,Rup Nagar,,
28,Punjab,498,Sangrur,Sangrur,Sangrur,,
28,Punjab,496,S.A.S. Nagar,S.A.S. Nagar,SAS Nagar,,
28,Punjab,500,Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,SBS Nagar,,
28,Punjab,490,Sri Muktsar Sahib,Sri Muktsar Sahib,Sri Muktsar Sahib,,
28,Punjab,495,Tarn Taran,Tarn Taran,Tarn Taran,,
29,Rajasthan,507,Ajmer,Ajmer,Ajmer,,
29,Rajasthan,512,Alwar,Alwar,Alwar,,
29,Rajasthan,519,Banswara,Banswara,Banswara,,
29,Rajasthan,516,Baran,Baran,Baran,,
29,Rajasthan,528,Barmer,Barmer,Barmer,,
29,Rajasthan,508,Bharatpur,Bharatpur,Bharatpur,,
29,Rajasthan,523,Bhilwara,Bhilwara,Bhilwara,,
29,Rajasthan,501,Bikaner,Bikaner,Bikaner,,
29,Rajasthan,514,Bundi,Bundi,Bundi,,
29,Rajasthan,521,Chittorgarh,Chittorgarh,Chittorgarh,,
29,Rajasthan,530,Churu,Churu,Churu,,
29,Rajasthan,511,Dausa,Dausa,Dausa,,
29,Rajasthan,524,Dholpur,Dholpur,Dholpur,,
29,Rajasthan,520,Dungarpur,Dungarpur,Dungarpur,,
29,Rajasthan,517,Hanumangarh,Hanumangarh,Hanumangarh,,
29,Rajasthan,505,Jaipur,#N/A,Jaipur I,Add to Jaipur,506
29,Rajasthan,506,Jaipur,#N/A,Jaipur II,Add to Jaipur,505
29,Rajasthan,527,Jaisalmer,Jaisalmer,Jaisalmer,,
29,Rajasthan,533,Jalore,Jalore,Jalore,,
29,Rajasthan,515,Jhalawar,Jhalawar,Jhalawar,,
29,Rajasthan,510,Jhunjhunu,Jhunjhunu,Jhunjhunu,,
29,Rajasthan,502,Jodhpur,Jodhpur,Jodhpur,,
29,Rajasthan,525,Karauli,Karauli,Karauli,,
29,Rajasthan,503,Kota,Kota,Kota,,
29,Rajasthan,532,Nagaur,Nagaur,Nagaur,,
29,Rajasthan,529,Pali,Pali,Pali,,
29,Rajasthan,522,Pratapgarh,Pratapgarh,Pratapgarh,,
29,Rajasthan,518,Rajsamand,Rajsamand,Rajsamand,,
29,Rajasthan,534,Sawai Madhopur,Sawai Madhopur,Sawai Madhopur,,
29,Rajasthan,513,Sikar,Sikar,Sikar,,
29,Rajasthan,531,Sirohi,Sirohi,Sirohi,,
29,Rajasthan,509,Ganganagar,Ganganagar,Sri Ganganagar,,
29,Rajasthan,526,Tonk,Tonk,Tonk,,
29,Rajasthan,504,Udaipur,Udaipur,Udaipur,,
30,Sikkim,535,East Sikkim,East Sikkim,East Sikkim,,
30,Sikkim,537,North Sikkim,North Sikkim,North Sikkim,,
30,Sikkim,538,South Sikkim,South Sikkim,South Sikkim,,
30,Sikkim,536,West Sikkim,West Sikkim,West Sikkim,,
31,Tamil Nadu,779,Aranthangi,#N/A,Aranthangi,Add to Pudukkottai,546
31,Tamil Nadu,555,Ariyalur,Ariyalur,Ariyalur,,
31,Tamil Nadu,578,Attur,#N/A,Attur,Add to Salem,545
31,Tamil Nadu,565,Chengalpattu,Chengalpattu,Chengalpet,,
31,Tamil Nadu,571,Chennai,Chennai,Chennai,,575
31,Tamil Nadu,778,Cheyyar,#N/A,Cheyyar,Add to Tiruvannamalai,553
31,Tamil Nadu,539,Coimbatore,Coimbatore,Coimbatore,,
31,Tamil Nadu,547,Cuddalore,Cuddalore,Cuddalore,,
31,Tamil Nadu,566,Dharmapuri,Dharmapuri,Dharmapuri,,
31,Tamil Nadu,556,Dindigul,Dindigul,Dindigul,,564
31,Tamil Nadu,563,Erode,Erode,Erode,,
31,Tamil Nadu,552,Kallakurichi,Kallakurichi,Kallakurichi,,
31,Tamil Nadu,557,Kancheepuram,Kancheepuram,Kanchipuram,,
31,Tamil Nadu,544,Kanyakumari,Kanyakumari,Kanyakumari,,
31,Tamil Nadu,559,Karur,Karur,Karur,,
31,Tamil Nadu,780,Kovilpatti,#N/A,Kovilpatti,Add to Thoothukkudi,554
31,Tamil Nadu,562,Krishnagiri,Krishnagiri,Krishnagiri,,
31,Tamil Nadu,540,Madurai,Madurai,Madurai,,
31,Tamil Nadu,576,Nagapattinam,Nagapattinam,Nagapattinam,,
31,Tamil Nadu,558,Namakkal,Namakkal,Namakkal,,
31,Tamil Nadu,577,Nilgiris,Nilgiris,Nilgiris,,
31,Tamil Nadu,564,Palani,#N/A,Palani,Add to Dindigul,556
31,Tamil Nadu,573,Paramakudi,#N/A,Paramakudi,Add to Ramanathapuram,567
31,Tamil Nadu,570,Perambalur,Perambalur,Perambalur,,
31,Tamil Nadu,575,Poonamallee,#N/A,Poonamallee,Add to Chennai,571
31,Tamil Nadu,546,Pudukkottai,Pudukkottai,Pudukkottai,,779
31,Tamil Nadu,567,Ramanathapuram,Ramanathapuram,Ramanathapuram,,573
31,Tamil Nadu,781,Ranipet,Ranipet,Ranipet,,
31,Tamil Nadu,545,Salem,Salem,Salem,,578
31,Tamil Nadu,561,Sivaganga,Sivaganga,Sivaganga,,
31,Tamil Nadu,580,Sivakasi,#N/A,Sivakasi,Add to Virudhunagar,549
31,Tamil Nadu,551,Tenkasi,Tenkasi,Tenkasi,,
31,Tamil Nadu,541,Thanjavur,Thanjavur,Thanjavur,,
31,Tamil Nadu,569,Theni,Theni,Theni,,
31,Tamil Nadu,554,Thoothukkudi,Thoothukkudi,Thoothukudi (Tuticorin),,780
31,Tamil Nadu,560,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,,
31,Tamil Nadu,548,Tirunelveli,Tirunelveli,Tirunelveli,,
31,Tamil Nadu,550,Tirupathur,#N/A,Tirupattur,Add to Tirupathur,
31,Tamil Nadu,568,Tiruppur,Tiruppur,Tiruppur,,
31,Tamil Nadu,572,Thiruvallur,#N/A,Tiruvallur,Add to Thiruvallur,
31,Tamil Nadu,553,Tiruvannamalai,Tiruvannamalai,Tiruvannamalai,,778
31,Tamil Nadu,574,Thiruvarur,#N/A,Tiruvarur,Add to Thiruvarur,
31,Tamil Nadu,543,Vellore,Vellore,Vellore,,
31,Tamil Nadu,542,Viluppuram,Viluppuram,Viluppuram,,
31,Tamil Nadu,549,Virudhunagar,Virudhunagar,Virudhunagar,,580
32,Telangana,582,Adilabad,Adilabad,Adilabad,,
32,Telangana,583,Bhadradri Kothagudem,Bhadradri Kothagudem,Bhadradri Kothagudem,,
32,Telangana,581,Hyderabad,Hyderabad,Hyderabad,,
32,Telangana,584,Jagtial,Jagtial,Jagtial,,
32,Telangana,585,Jangaon,Jangaon,Jangaon,,
32,Telangana,586,Jayashankar Bhupalapally,Jayashankar Bhupalapally,Jayashankar Bhupalpally,,
32,Telangana,587,Jogulamba Gadwal,Jogulamba Gadwal,Jogulamba Gadwal,,
32,Telangana,588,Kamareddy,Kamareddy,Kamareddy,,
32,Telangana,589,Karimnagar,Karimnagar,Karimnagar,,
32,Telangana,590,Khammam,Khammam,Khammam,,
32,Telangana,591,Komaram Bheem,Komaram Bheem,Kumuram Bheem,,
32,Telangana,592,Mahabubabad,Mahabubabad,Mahabubabad,,
32,Telangana,593,Mahabubnagar,Mahabubnagar,Mahabubnagar,,
32,Telangana,594,Mancherial,Mancherial,Mancherial,,
32,Telangana,595,Medak,Medak,Medak,,
32,Telangana,596,Medchal Malkajgiri,Medchal Malkajgiri,Medchal,,
32,Telangana,612,Mulugu,Mulugu,Mulugu,,
32,Telangana,597,Nagarkurnool,Nagarkurnool,Nagarkurnool,,
32,Telangana,598,Nalgonda,Nalgonda,Nalgonda,,
32,Telangana,613,Narayanpet,Narayanpet,Narayanpet,,
32,Telangana,599,Nirmal,Nirmal,Nirmal,,
32,Telangana,600,Nizamabad,Nizamabad,Nizamabad,,
32,Telangana,601,Peddapalli,Peddapalli,Peddapalli,,
32,Telangana,602,Rajanna Sircilla,Rajanna Sircilla,Rajanna Sircilla,,
32,Telangana,603,Ranga Reddy,Ranga Reddy,Rangareddy,,
32,Telangana,604,Sangareddy,Sangareddy,Sangareddy,,
32,Telangana,605,Siddipet,Siddipet,Siddipet,,
32,Telangana,606,Suryapet,Suryapet,Suryapet,,
32,Telangana,607,Vikarabad,Vikarabad,Vikarabad,,
32,Telangana,608,Wanaparthy,Wanaparthy,Wanaparthy,,
32,Telangana,609,Warangal Rural,Warangal Rural,Warangal(Rural),,
32,Telangana,610,Warangal Urban,Warangal Urban,Warangal(Urban),,
32,Telangana,611,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,,
33,Tripura,614,Dhalai,Dhalai,Dhalai,,
33,Tripura,615,Gomati,Gomati,Gomati,,
33,Tripura,616,Khowai,Khowai,Khowai,,
33,Tripura,617,North Tripura,North Tripura,North Tripura,,
33,Tripura,618,Sipahijala,Sipahijala,Sepahijala,,
33,Tripura,619,South Tripura,South Tripura,South Tripura,,
33,Tripura,620,Unokoti,Unokoti,Unakoti,,
33,Tripura,621,West Tripura,West Tripura,West Tripura,,
34,Uttar Pradesh,622,Agra,Agra,Agra,,
34,Uttar Pradesh,623,Aligarh,Aligarh,Aligarh,,
34,Uttar Pradesh,625,Ambedkar Nagar,Ambedkar Nagar,Ambedkar Nagar,,
34,Uttar Pradesh,626,Amethi,Amethi,Amethi,,
34,Uttar Pradesh,627,Amroha,Amroha,Amroha,,
34,Uttar Pradesh,628,Auraiya,Auraiya,Auraiya,,
34,Uttar Pradesh,646,Ayodhya,Ayodhya,Ayodhya,,
34,Uttar Pradesh,629,Azamgarh,Azamgarh,Azamgarh,,
34,Uttar Pradesh,630,Budaun,Budaun,Badaun,,
34,Uttar Pradesh,631,Baghpat,Baghpat,Baghpat,,
34,Uttar Pradesh,632,Bahraich,Bahraich,Bahraich,,
34,Uttar Pradesh,633,Balrampur,Balrampur,Balarampur,,
34,Uttar Pradesh,634,Ballia,Ballia,Ballia,,
34,Uttar Pradesh,635,Banda,Banda,Banda,,
34,Uttar Pradesh,636,Barabanki,Barabanki,Barabanki,,
34,Uttar Pradesh,637,Bareilly,Bareilly,Bareilly,,
34,Uttar Pradesh,638,Basti,Basti,Basti,,
34,Uttar Pradesh,687,Bhadohi,Bhadohi,Bhadohi,,
34,Uttar Pradesh,639,Bijnor,Bijnor,Bijnour,,
34,Uttar Pradesh,640,Bulandshahr,Bulandshahr,Bulandshahr,,
34,Uttar Pradesh,641,Chandauli,Chandauli,Chandauli,,
34,Uttar Pradesh,642,Chitrakoot,Chitrakoot,Chitrakoot,,
34,Uttar Pradesh,643,Deoria,Deoria,Deoria,,
34,Uttar Pradesh,644,Etah,Etah,Etah,,
34,Uttar Pradesh,645,Etawah,Etawah,Etawah,,
34,Uttar Pradesh,647,Farrukhabad,Farrukhabad,Farrukhabad,,
34,Uttar Pradesh,648,Fatehpur,Fatehpur,Fatehpur,,
34,Uttar Pradesh,649,Firozabad,Firozabad,Firozabad,,
34,Uttar Pradesh,650,Gautam Buddha Nagar,Gautam Buddha Nagar,Gautam Buddha Nagar,,
34,Uttar Pradesh,651,Ghaziabad,Ghaziabad,Ghaziabad,,
34,Uttar Pradesh,652,Ghazipur,Ghazipur,Ghazipur,,
34,Uttar Pradesh,653,Gonda,Gonda,Gonda,,
34,Uttar Pradesh,654,Gorakhpur,Gorakhpur,Gorakhpur,,
34,Uttar Pradesh,655,Hamirpur,Hamirpur,Hamirpur,,
34,Uttar Pradesh,656,Hapur,Hapur,Hapur,,
34,Uttar Pradesh,657,Hardoi,Hardoi,Hardoi,,
34,Uttar Pradesh,658,Hathras,Hathras,Hathras,,
34,Uttar Pradesh,659,Jalaun,Jalaun,Jalaun,,
34,Uttar Pradesh,660,Jaunpur,Jaunpur,Jaunpur,,
34,Uttar Pradesh,661,Jhansi,Jhansi,Jhansi,,
34,Uttar Pradesh,662,Kannauj,Kannauj,Kannauj,,
34,Uttar Pradesh,663,Kanpur Dehat,Kanpur Dehat,Kanpur Dehat,,
34,Uttar Pradesh,664,Kanpur Nagar,Kanpur Nagar,Kanpur Nagar,,
34,Uttar Pradesh,665,Kasganj,Kasganj,Kasganj,,
34,Uttar Pradesh,666,Kaushambi,Kaushambi,Kaushambi,,
34,Uttar Pradesh,667,Kushinagar,Kushinagar,Kushinagar,,
34,Uttar Pradesh,668,Lakhimpur Kheri,Lakhimpur Kheri,Lakhimpur Kheri,,
34,Uttar Pradesh,669,Lalitpur,Lalitpur,Lalitpur,,
34,Uttar Pradesh,670,Lucknow,Lucknow,Lucknow,,
34,Uttar Pradesh,671,Maharajganj,Maharajganj,Maharajganj,,
34,Uttar Pradesh,672,Mahoba,Mahoba,Mahoba,,
34,Uttar Pradesh,673,Mainpuri,Mainpuri,Mainpuri,,
34,Uttar Pradesh,674,Mathura,Mathura,Mathura,,
34,Uttar Pradesh,675,Mau,Mau,Mau,,
34,Uttar Pradesh,676,Meerut,Meerut,Meerut,,
34,Uttar Pradesh,677,Mirzapur,Mirzapur,Mirzapur,,
34,Uttar Pradesh,678,Moradabad,Moradabad,Moradabad,,
34,Uttar Pradesh,679,Muzaffarnagar,Muzaffarnagar,Muzaffarnagar,,
34,Uttar Pradesh,680,Pilibhit,Pilibhit,Pilibhit,,
34,Uttar Pradesh,682,Pratapgarh,Pratapgarh,Pratapgarh,,
34,Uttar Pradesh,624,Prayagraj,Prayagraj,Prayagraj,,
34,Uttar Pradesh,681,Rae Bareli,Rae Bareli,Raebareli,,
34,Uttar Pradesh,683,Rampur,Rampur,Rampur,,
34,Uttar Pradesh,684,Saharanpur,Saharanpur,Saharanpur,,
34,Uttar Pradesh,685,Sambhal,Sambhal,Sambhal,,
34,Uttar Pradesh,686,Sant Kabir Nagar,Sant Kabir Nagar,Sant Kabir Nagar,,
34,Uttar Pradesh,688,Shahjahanpur,Shahjahanpur,Shahjahanpur,,
34,Uttar Pradesh,689,Shamli,Shamli,Shamli,,
34,Uttar Pradesh,690,Shrawasti,Shrawasti,Shravasti,,
34,Uttar Pradesh,691,Siddharthnagar,Siddharthnagar,Siddharthnagar,,
34,Uttar Pradesh,692,Sitapur,Sitapur,Sitapur,,
34,Uttar Pradesh,693,Sonbhadra,Sonbhadra,Sonbhadra,,
34,Uttar Pradesh,694,Sultanpur,Sultanpur,Sultanpur,,
34,Uttar Pradesh,695,Unnao,Unnao,Unnao,,
34,Uttar Pradesh,696,Varanasi,Varanasi,Varanasi,,
35,Uttarakhand,704,Almora,Almora,Almora,,
35,Uttarakhand,707,Bageshwar,Bageshwar,Bageshwar,,
35,Uttarakhand,699,Chamoli,Chamoli,Chamoli,,
35,Uttarakhand,708,Champawat,Champawat,Champawat,,
35,Uttarakhand,697,Dehradun,Dehradun,Dehradun,,
35,Uttarakhand,702,Haridwar,Haridwar,Haridwar,,
35,Uttarakhand,709,Nainital,Nainital,Nainital,,
35,Uttarakhand,698,Pauri Garhwal,Pauri Garhwal,Pauri Garhwal,,
35,Uttarakhand,706,Pithoragarh,Pithoragarh,Pithoragarh,,
35,Uttarakhand,700,Rudraprayag,Rudraprayag,Rudraprayag,,
35,Uttarakhand,701,Tehri Garhwal,Tehri Garhwal,Tehri Garhwal,,
35,Uttarakhand,705,Udham Singh Nagar,Udham Singh Nagar,Udham Singh Nagar,,
35,Uttarakhand,703,Uttarkashi,Uttarkashi,Uttarkashi,,
36,West Bengal,710,Alipurduar,Alipurduar,Alipurduar District,,
36,West Bengal,711,Bankura,Bankura,Bankura,,
36,West Bengal,712,North 24 Parganas,North 24 Parganas,Basirhat HD (North 24 Parganas),,
36,West Bengal,713,Birbhum,Birbhum,Birbhum,,
36,West Bengal,714,Bankura,Bankura,Bishnupur HD (Bankura),,
36,West Bengal,783,Cooch Behar,Cooch Behar,Cooch Behar,,
36,West Bengal,783,Cooch Behar,Cooch Behar,COOCHBEHAR,,
36,West Bengal,716,Dakshin Dinajpur,Dakshin Dinajpur,Dakshin Dinajpur,,
36,West Bengal,717,Darjeeling,Darjeeling,Darjeeling,,
36,West Bengal,718,South 24 Parganas,South 24 Parganas,Diamond Harbor HD (S 24 Parganas),,
36,West Bengal,719,Purba Bardhaman,Purba Bardhaman,East Bardhaman,,
36,West Bengal,720,Hooghly,Hooghly,Hoogly,,
36,West Bengal,721,Howrah,Howrah,Howrah,,
36,West Bengal,722,Jalpaiguri,Jalpaiguri,Jalpaiguri,,
36,West Bengal,723,Jhargram,Jhargram,Jhargram,,
36,West Bengal,724,Kalimpong,Kalimpong,Kalimpong,,
36,West Bengal,725,Kolkata,Kolkata,Kolkata,,
36,West Bengal,726,Malda,Malda,Malda,,
36,West Bengal,727,Murshidabad,Murshidabad,Murshidabad,,
36,West Bengal,728,Nadia,Nadia,Nadia,,
36,West Bengal,729,Nandigram HD (East Medinipore),#N/A,Nandigram HD (East Medinipore),Add to Purba Medinipur,732
36,West Bengal,730,North 24 Parganas,North 24 Parganas,North 24 Parganas,,
36,West Bengal,731,Paschim Medinipur,#N/A,Paschim Medinipore,Add to Paschim Medinipur,
36,West Bengal,732,Purba Medinipur,#N/A,Purba Medinipore,Add to Purba Medinipur,729
36,West Bengal,733,Purulia,Purulia,Purulia,,
36,West Bengal,734,Birbhum,Birbhum,Rampurhat HD (Birbhum),,
36,West Bengal,735,South 24 Parganas,South 24 Parganas,South 24 Parganas,,
36,West Bengal,736,Uttar Dinajpur,Uttar Dinajpur,Uttar Dinajpur,,
36,West Bengal,737,Paschim Bardhaman,Paschim Bardhaman,West Bardhaman,,
