,State,Vaccination1,Vaccination2,Date,Confirmed,Recovered,Deceased,Other,Tested,Vaccination3
21003,Tamil Nadu,38765198.0,13762584.0,2021-10-13,2682137,2630654,35833,0,48880069,0.0
21004,Telangana,20496725.0,7959545.0,2021-10-13,668450,660305,3934,0,26913612,0.0
21005,Tripura,2501022.0,1493864.0,2021-10-13,84282,83289,813,63,1938496,0.0
21006,Uttar Pradesh,92121480.0,25356457.0,2021-10-13,1709996,1686960,22897,0,80787057,0.0
21007,Uttarakhand,7424102.0,3399815.0,2021-10-13,343701,330032,7397,6119,7576643,0.0
21008,West Bengal,47392984.0,18123852.0,2021-10-13,1578482,1551890,18935,0,18591682,0.0
21009,Andaman and Nicobar Islands,292202.0,172236.0,2021-10-14,7640,7501,129,0,575298,0.0
21010,Andhra Pradesh,29886826.0,16444060.0,2021-10-14,2059122,2038248,14286,0,28879945,0.0
21011,Arunachal Pradesh,764951.0,481517.0,2021-10-14,54958,54476,280,0,1168106,0.0
21012,Assam,19696843.0,6511079.0,2021-10-14,605847,596263,5938,1347,24093732,0.0
21013,Bihar,47225657.0,14166514.0,2021-10-14,726016,716313,9661,1,47929626,0.0
21014,Chandigarh,917117.0,498484.0,2021-10-14,65295,64443,820,0,765417,0.0
21015,Chhattisgarh,13264036.0,6163458.0,2021-10-14,1005614,991841,13570,0,13392793,0.0
21016,Dadra and Nagar Haveli and Daman and Diu,654091.0,331185.0,2021-10-14,10678,10640,4,31,72410,0.0
21017,Delhi,12688483.0,6752893.0,2021-10-14,1439311,1413885,25089,0,28499638,0.0
21018,Goa,1245262.0,807155.0,2021-10-14,177356,173342,3335,0,1411608,0.0
21019,Gujarat,43871020.0,22481339.0,2021-10-14,826244,815943,10086,0,30128812,0.0
21020,Haryana,17354348.0,7203491.0,2021-10-14,771035,760869,10049,0,12703960,0.0
21021,Himachal Pradesh,5686444.0,3005677.0,2021-10-14,221113,216010,3699,17,3560917,0.0
21022,India,693286741.0,277569835.0,2021-10-14,34036684,33374485,451847,13113,588844673,0.0
21023,Jammu and Kashmir,9336897.0,4185710.0,2021-10-14,330834,325473,4426,0,15541140,0.0
21024,Jharkhand,14357944.0,4687728.0,2021-10-14,348406,343141,5135,0,15366399,0.0
21025,Karnataka,40698945.0,19847044.0,2021-10-14,2982399,2934870,37922,29,49178421,0.0
21026,Kerala,25038799.0,11979428.0,2021-10-14,4829944,4706856,26667,529,36570157,0.0
21027,Ladakh,207495.0,146484.0,2021-10-14,20867,20615,208,0,547678,0.0
21028,Lakshadweep,55027.0,44403.0,2021-10-14,10365,10268,51,44,259369,0.0
21029,Madhya Pradesh,49096415.0,16841562.0,2021-10-14,792669,782035,10523,0,19357779,0.0
21030,Maharashtra,62891311.0,27846132.0,2021-10-14,6586280,6413418,139705,3597,60683524,0.0
21031,Manipur,1234670.0,574926.0,2021-10-14,122432,119099,1889,0,1334619,0.0
21032,Meghalaya,1086428.0,547844.0,2021-10-14,82734,80411,1431,0,1114965,0.0
21033,Mizoram,704239.0,486996.0,2021-10-14,109818,96744,373,0,1192652,0.0
21034,Nagaland,699093.0,431711.0,2021-10-14,31516,29597,673,1016,384643,0.0
21035,Odisha,23983798.0,9802490.0,2021-10-14,1033809,1020645,8327,0,20892297,0.0
21036,Puducherry,717522.0,357093.0,2021-10-14,127259,124763,1849,0,1861586,0.0
21037,Punjab,15383157.0,5686082.0,2021-10-14,601968,585199,16538,0,14932493,0.0
21038,Rajasthan,41728400.0,18015542.0,2021-10-14,954382,945386,8954,0,14579310,0.0
21039,Sikkim,520259.0,421181.0,2021-10-14,31722,30790,390,318,254744,0.0
21040,Tamil Nadu,38788378.0,13796047.0,2021-10-14,2683396,2632092,35853,0,49017492,0.0
21041,Telangana,20508344.0,7965704.0,2021-10-14,668618,660512,3935,0,26913612,0.0
21042,Tripura,2501052.0,1494062.0,2021-10-14,84288,83294,813,63,1939507,0.0
21043,Uttar Pradesh,92236336.0,25481173.0,2021-10-14,1710008,1686976,22897,0,80958784,0.0
21044,Uttarakhand,7428027.0,3429258.0,2021-10-14,343729,330036,7397,6121,7591380,0.0
21045,West Bengal,47436925.0,18134253.0,2021-10-14,1579012,1552491,18945,0,18609800,0.0
21046,Andaman and Nicobar Islands,292209.0,172364.0,2021-10-15,7641,7503,129,0,576761,0.0
21047,Andhra Pradesh,29905983.0,16466244.0,2021-10-15,2059708,2038960,14295,0,28924891,0.0
21048,Arunachal Pradesh,764997.0,482470.0,2021-10-15,54964,54501,280,0,1168659,0.0
21049,Assam,19698755.0,6514506.0,2021-10-15,605994,596547,5939,1347,24109537,0.0
21050,Bihar,47246690.0,14200363.0,2021-10-15,726021,716314,9661,1,48020452,0.0
21051,Chandigarh,917295.0,499129.0,2021-10-15,65297,64447,820,0,767112,0.0
21052,Chhattisgarh,13267463.0,6168900.0,2021-10-15,1005624,991857,13570,0,13401638,0.0
21053,Dadra and Nagar Haveli and Daman and Diu,654239.0,332234.0,2021-10-15,10678,10640,4,31,72410,0.0
21054,Delhi,12688983.0,6754892.0,2021-10-15,1439337,1413921,25089,0,28559291,0.0
21055,Goa,1245726.0,809813.0,2021-10-15,177410,173423,3339,0,1415124,0.0
21056,Gujarat,43893930.0,22531128.0,2021-10-15,826258,815960,10086,0,30173663,0.0
21057,Haryana,17361121.0,7220833.0,2021-10-15,771049,760884,10049,0,12724843,0.0
21058,Himachal Pradesh,5686917.0,3012339.0,2021-10-15,221203,216124,3701,17,3564452,0.0
21059,India,693708667.0,278145449.0,2021-10-15,34052687,33392353,452010,13118,589835258,0.0
21060,Jammu and Kashmir,9364750.0,4227515.0,2021-10-15,330885,325564,4426,0,15587199,0.0
21061,Jharkhand,14361660.0,4690783.0,2021-10-15,348415,343150,5135,0,15394161,0.0
21062,Karnataka,40716201.0,19880774.0,2021-10-15,2982869,2935238,37931,29,49272227,0.0
21063,Kerala,25047212.0,12014454.0,2021-10-15,4838811,4716728,26734,529,36649711,0.0
21064,Ladakh,207495.0,146524.0,2021-10-15,20871,20621,208,0,548326,0.0
21065,Lakshadweep,55027.0,44506.0,2021-10-15,10365,10269,51,44,259488,0.0
21066,Madhya Pradesh,49097720.0,16849900.0,2021-10-15,792675,782046,10523,0,19413024,0.0
21067,Maharashtra,62922337.0,27864738.0,2021-10-15,6588429,6415316,139734,3597,60809054,0.0
21068,Manipur,1235197.0,580287.0,2021-10-15,122545,119208,1893,0,1337237,0.0
21069,Meghalaya,1087409.0,552900.0,2021-10-15,82815,80490,1432,0,1117764,0.0
21070,Mizoram,704598.0,488366.0,2021-10-15,110719,97955,376,0,1199597,0.0
21071,Nagaland,699381.0,432941.0,2021-10-15,31547,29625,674,1020,385309,0.0
21072,Odisha,24067363.0,9843047.0,2021-10-15,1034276,1021180,8332,0,20952333,0.0
21073,Puducherry,718358.0,359611.0,2021-10-15,127296,124836,1849,0,1864842,0.0
21074,Punjab,15390356.0,5690706.0,2021-10-15,601992,585224,16540,0,14963767,0.0
21075,Rajasthan,41786195.0,18129163.0,2021-10-15,954383,945389,8954,0,14593931,0.0
21076,Sikkim,520263.0,421301.0,2021-10-15,31739,30841,391,318,254993,0.0
21077,Tamil Nadu,38820442.0,13840859.0,2021-10-15,2684641,2633534,35869,0,49153252,0.0
21078,Telangana,20510497.0,7966992.0,2021-10-15,668722,660730,3936,0,26965431,0.0
21079,Tripura,2501053.0,1494072.0,2021-10-15,84292,83306,813,63,1941213,0.0
21080,Uttar Pradesh,92269085.0,25534824.0,2021-10-15,1710014,1686984,22897,0,80958784,0.0
21081,Uttarakhand,7428681.0,3436242.0,2021-10-15,343739,330041,7397,6122,7603099,0.0
21082,West Bengal,47473079.0,18141835.0,2021-10-15,1579463,1552997,18953,0,18631017,0.0
21083,Andaman and Nicobar Islands,292321.0,174794.0,2021-10-16,7641,7503,129,0,577703,0.0
21084,Andhra Pradesh,30022613.0,16635475.0,2021-10-16,2060040,2039545,14302,0,28954134,0.0
21085,Arunachal Pradesh,765306.0,485054.0,2021-10-16,54980,54530,280,0,1170170,0.0
21086,Assam,19712860.0,6557944.0,2021-10-16,606263,596837,5944,1347,24142328,0.0
21087,Bihar,47277088.0,14269541.0,2021-10-16,726021,716316,9661,1,48096766,0.0
21088,Chandigarh,918209.0,503781.0,2021-10-16,65299,64451,820,0,768645,0.0
21089,Chhattisgarh,13299253.0,6223038.0,2021-10-16,1005638,991887,13570,0,13416648,0.0
21090,Dadra and Nagar Haveli and Daman and Diu,654800.0,335426.0,2021-10-16,10678,10640,4,31,72410,0.0
21091,Delhi,12725811.0,6830497.0,2021-10-16,1439358,1413943,25089,0,28608161,0.0
21092,Goa,1246925.0,817390.0,2021-10-16,177462,173510,3342,0,1419312,0.0
21093,Gujarat,43959144.0,22776117.0,2021-10-16,826280,815981,10086,0,30245566,0.0
21094,Haryana,17392758.0,7271670.0,2021-10-16,771061,760898,10049,0,12681723,0.0
21095,Himachal Pradesh,5689038.0,3043507.0,2021-10-16,221306,216288,3703,17,3570492,0.0
21096,India,695423662.0,280634300.0,2021-10-16,34066765,33412139,452156,13124,590935381,0.0
21097,Jammu and Kashmir,9389365.0,4288993.0,2021-10-16,330967,325686,4426,0,15631605,0.0
21098,Jharkhand,14379948.0,4717559.0,2021-10-16,348423,343165,5135,0,15419795,0.0
21099,Karnataka,40790607.0,20058957.0,2021-10-16,2983133,2935659,37937,29,49332368,0.0
21100,Kerala,25077129.0,12160538.0,2021-10-16,4846766,4728497,26791,529,36729483,0.0
21101,Ladakh,207615.0,147080.0,2021-10-16,20876,20622,208,0,548883,0.0
21102,Lakshadweep,55037.0,44721.0,2021-10-16,10365,10270,51,44,259921,0.0
21103,Madhya Pradesh,49111638.0,16960744.0,2021-10-16,792679,782060,10523,0,19453432,0.0
21104,Maharashtra,63192324.0,28111169.0,2021-10-16,6589982,6416998,139760,3597,60909998,0.0
21105,Manipur,1236156.0,591427.0,2021-10-16,122633,119316,1895,0,1339247,0.0
21106,Meghalaya,1088073.0,556573.0,2021-10-16,82898,80587,1434,0,1119749,0.0
21107,Mizoram,704939.0,489188.0,2021-10-16,111651,99440,381,0,1206399,0.0
21108,Nagaland,699773.0,435434.0,2021-10-16,31571,29639,674,1022,385867,0.0
21109,Odisha,24160887.0,9916520.0,2021-10-16,1034634,1021742,8335,0,21006042,0.0
21110,Puducherry,719520.0,363841.0,2021-10-16,127344,124897,1849,0,1868665,0.0
21111,Punjab,15446692.0,5742306.0,2021-10-16,602008,585248,16541,0,14980391,0.0
21112,Rajasthan,41904526.0,18381837.0,2021-10-16,954388,945390,8954,0,14601452,0.0
21113,Sikkim,520272.0,421510.0,2021-10-16,31745,30854,391,318,255137,0.0
21114,Tamil Nadu,38900975.0,13968451.0,2021-10-16,2685874,2634968,35884,0,49283503,0.0
21115,Telangana,20514692.0,7972386.0,2021-10-16,668833,660917,3937,0,26995481,0.0
21116,Tripura,2501319.0,1497312.0,2021-10-16,84296,83318,813,63,1941923,0.0
21117,Uttar Pradesh,92364888.0,25825482.0,2021-10-16,1710019,1686992,22898,0,81241443,0.0
21118,Uttarakhand,7432013.0,3460906.0,2021-10-16,343747,330047,7397,6126,7614498,0.0
21119,West Bengal,47969148.0,18249238.0,2021-10-16,1579906,1553498,18963,0,18650035,0.0
21120,Andaman and Nicobar Islands,292322.0,174806.0,2021-10-17,7642,7505,129,0,579071,0.0
21121,Andhra Pradesh,30038669.0,16658392.0,2021-10-17,2060472,2040131,14307,0,28985846,0.0
21122,Arunachal Pradesh,765361.0,485625.0,2021-10-17,54987,54567,280,0,1171144,0.0
21123,Assam,19723346.0,6585144.0,2021-10-17,606468,597082,5950,1347,24161678,0.0
21124,Bihar,47293746.0,14310644.0,2021-10-17,726026,716317,9661,1,48215019,0.0
21125,Chandigarh,918635.0,505782.0,2021-10-17,65302,64457,820,0,770059,0.0
21126,Chhattisgarh,13318537.0,6256140.0,2021-10-17,1005654,991901,13570,0,13428330,0.0
21127,Dadra and Nagar Haveli and Daman and Diu,654861.0,335807.0,2021-10-17,10679,10640,4,31,72410,0.0
21128,Delhi,12740721.0,6859501.0,2021-10-17,1439390,1413981,25089,0,28653028,0.0
21129,Goa,1247562.0,822191.0,2021-10-17,177522,173572,3346,0,1423081,0.0
21130,Gujarat,43983516.0,22851737.0,2021-10-17,826290,815997,10086,0,30280132,0.0
21131,Haryana,17403476.0,7306592.0,2021-10-17,771076,760904,10049,0,12755597,0.0
21132,Himachal Pradesh,5689408.0,3047899.0,2021-10-17,221437,216413,3704,17,3574447,0.0
21133,India,696088908.0,281339098.0,2021-10-17,34081051,33431718,452321,13127,591924874,0.0
21134,Jammu and Kashmir,9404262.0,4334731.0,2021-10-17,331062,325793,4426,0,15675779,0.0
21135,Jharkhand,14406331.0,4752977.0,2021-10-17,348430,343173,5135,0,15451794,0.0
21136,Karnataka,40810010.0,20084734.0,2021-10-17,2983459,2936039,37941,29,49411110,0.0
21137,Kerala,25079316.0,12171418.0,2021-10-17,4854321,4739270,26865,529,36802640,0.0
21138,Ladakh,207615.0,147083.0,2021-10-17,20878,20634,208,0,549477,0.0
21139,Lakshadweep,55038.0,44726.0,2021-10-17,10365,10270,51,44,260003,0.0
21140,Madhya Pradesh,49114255.0,16978880.0,2021-10-17,792684,782077,10523,0,19509181,0.0
21141,Maharashtra,63269515.0,28164332.0,2021-10-17,6591697,6419678,139789,3599,61020463,0.0
21142,Manipur,1236392.0,592630.0,2021-10-17,122737,119418,1897,0,1341594,0.0
21143,Meghalaya,1088084.0,556625.0,2021-10-17,82953,80673,1435,0,1119804,0.0
21144,Mizoram,705057.0,489190.0,2021-10-17,112599,100829,383,0,1213322,0.0
21145,Nagaland,699980.0,437398.0,2021-10-17,31611,29667,674,1022,386392,0.0
21146,Odisha,24178341.0,9929403.0,2021-10-17,1035077,1022250,8338,0,21061157,0.0
21147,Puducherry,719868.0,364912.0,2021-10-17,127396,124961,1850,0,1872784,0.0
21148,Punjab,15459433.0,5753784.0,2021-10-17,602035,585264,16544,0,15008920,0.0
21149,Rajasthan,41940064.0,18446359.0,2021-10-17,954390,945394,8954,0,14617381,0.0
21150,Sikkim,520283.0,421718.0,2021-10-17,31749,30866,391,318,255386,0.0
21151,Tamil Nadu,38948963.0,14041198.0,2021-10-17,2687092,2636379,35899,0,49411816,0.0
21152,Telangana,20517000.0,7974556.0,2021-10-17,668955,661093,3938,0,27022157,0.0
21153,Tripura,2501325.0,1497449.0,2021-10-17,84302,83326,813,63,1944491,0.0
21154,Uttar Pradesh,92384187.0,25848161.0,2021-10-17,1710028,1687011,22898,0,81382986,0.0
21155,Uttarakhand,7433295.0,3472934.0,2021-10-17,343756,330054,7397,6127,7625367,0.0
21156,West Bengal,48240134.0,18285746.0,2021-10-17,1580530,1554132,18977,0,18677183,0.0
21157,Andaman and Nicobar Islands,292528.0,177543.0,2021-10-18,7642,7506,129,0,580274,0.0
21158,Andhra Pradesh,30307722.0,17140247.0,2021-10-18,2060804,2040782,14313,0,29016065,0.0
21159,Arunachal Pradesh,765975.0,491092.0,2021-10-18,55014,54589,280,0,1173839,0.0
21160,Assam,19751414.0,6662833.0,2021-10-18,606766,597348,5957,1347,24202721,0.0
21161,Bihar,47656678.0,15026384.0,2021-10-18,726028,716323,9661,1,48315314,0.0
21162,Chandigarh,919359.0,509465.0,2021-10-18,65306,64462,820,0,771820,0.0
21163,Chhattisgarh,13385772.0,6350863.0,2021-10-18,1005681,991922,13570,0,13448038,0.0
21164,Dadra and Nagar Haveli and Daman and Diu,655478.0,339893.0,2021-10-18,10679,10640,4,31,72410,0.0
21165,Delhi,12773219.0,6922753.0,2021-10-18,1439405,1414018,25089,0,28697767,0.0
21166,Goa,1248774.0,829574.0,2021-10-18,177579,173629,3350,0,1426583,0.0
21167,Gujarat,44062469.0,23153996.0,2021-10-18,826308,816029,10086,0,30321269,0.0
21168,Haryana,17441340.0,7373126.0,2021-10-18,771092,760917,10049,0,12767147,0.0
21169,Himachal Pradesh,5691395.0,3079998.0,2021-10-18,221604,216608,3709,17,3581230,0.0
21170,India,699801987.0,286421434.0,2021-10-18,34093390,33451178,452485,13133,593106188,0.0
21171,Jammu and Kashmir,9422490.0,4403149.0,2021-10-18,331137,325893,4428,0,15714258,0.0
21172,Jharkhand,14446713.0,4806614.0,2021-10-18,348444,343184,5135,0,15483404,0.0
21173,Karnataka,40897611.0,20293056.0,2021-10-18,2983673,2936527,37953,29,49489011,0.0
21174,Kerala,25106726.0,12314746.0,2021-10-18,4860997,4750293,26925,529,36871308,0.0
21175,Ladakh,207866.0,147645.0,2021-10-18,20881,20639,208,0,550094,0.0
21176,Lakshadweep,55040.0,44823.0,2021-10-18,10365,10270,51,44,260871,0.0
21177,Madhya Pradesh,49164383.0,17499969.0,2021-10-18,792690,782086,10523,0,19557748,0.0
21178,Maharashtra,63619142.0,28445400.0,2021-10-18,6593182,6421756,139816,3602,61116353,0.0
21179,Manipur,1237548.0,604459.0,2021-10-18,122804,119524,1897,0,1343052,0.0
21180,Meghalaya,1089363.0,564770.0,2021-10-18,83014,80799,1438,0,1123290,0.0
21181,Mizoram,705644.0,491435.0,2021-10-18,112848,102036,388,0,1215786,0.0
21182,Nagaland,701187.0,444851.0,2021-10-18,31627,29676,675,1024,386994,0.0
21183,Odisha,24341650.0,10050294.0,2021-10-18,1035417,1022780,8343,0,21118450,0.0
21184,Puducherry,721220.0,369344.0,2021-10-18,127424,125051,1850,0,1876630,0.0
21185,Punjab,15512316.0,5800473.0,2021-10-18,602059,585296,16544,0,15024348,0.0
21186,Rajasthan,42024892.0,18629529.0,2021-10-18,954392,945395,8954,0,14623014,0.0
21187,Sikkim,520368.0,423167.0,2021-10-18,31756,30882,391,318,255603,0.0
21188,Tamil Nadu,39064884.0,14246603.0,2021-10-18,2688284,2637802,35912,0,49538602,0.0
21189,Telangana,20682620.0,8105253.0,2021-10-18,669163,661294,3940,0,27067575,0.0
21190,Tripura,2501957.0,1506035.0,2021-10-18,84318,83338,813,63,1945777,0.0
21191,Uttar Pradesh,93224321.0,26828097.0,2021-10-18,1710028,1687011,22898,0,81522640,0.0
21192,Uttarakhand,7435802.0,3492387.0,2021-10-18,343759,330058,7397,6128,7635444,0.0
21193,West Bengal,49066121.0,18503674.0,2021-10-18,1581220,1554815,18989,0,18700202,0.0
21194,Andaman and Nicobar Islands,292665.0,179961.0,2021-10-19,7646,7509,129,0,581843,0.0
21195,Andhra Pradesh,30425411.0,17302885.0,2021-10-19,2061287,2041316,14317,0,29056256,0.0
21196,Arunachal Pradesh,766403.0,494443.0,2021-10-19,55031,54606,280,0,1175688,0.0
21197,Assam,19777667.0,6769055.0,2021-10-19,607119,597577,5957,1347,24242375,0.0
21198,Bihar,47790300.0,15258984.0,2021-10-19,726033,716330,9661,1,48441141,0.0
21199,Chandigarh,920073.0,512948.0,2021-10-19,65310,64465,820,0,773561,0.0
21200,Chhattisgarh,13412888.0,6402739.0,2021-10-19,1005701,991943,13570,0,13462243,0.0
21201,Dadra and Nagar Haveli and Daman and Diu,655667.0,342118.0,2021-10-19,10679,10640,4,31,72410,0.0
21202,Delhi,12797955.0,6972806.0,2021-10-19,1439441,1414029,25090,0,28756046,0.0
21203,Goa,1249646.0,835076.0,2021-10-19,177659,173685,3354,0,1430772,0.0
21204,Gujarat,44099049.0,23261541.0,2021-10-19,826326,816055,10086,0,30358522,0.0
21205,Haryana,17478532.0,7433541.0,2021-10-19,771101,760926,10049,0,12787433,0.0
21206,Himachal Pradesh,5693526.0,3110124.0,2021-10-19,221826,216750,3711,17,3589672,0.0
21207,India,701844080.0,288917557.0,2021-10-19,34108325,33470623,452684,13135,594429890,0.0
21208,Jammu and Kashmir,9438180.0,4461735.0,2021-10-19,331221,325990,4428,0,15752720,0.0
21209,Jharkhand,14490217.0,4870291.0,2021-10-19,348461,343198,5135,0,15521299,0.0
21210,Karnataka,40955212.0,20391239.0,2021-10-19,2984022,2936926,37967,29,49574033,0.0
21211,Kerala,25115770.0,12364283.0,2021-10-19,4868640,4760781,27002,529,36953716,0.0
21212,Ladakh,207873.0,147661.0,2021-10-19,20883,20641,208,0,550681,0.0
21213,Lakshadweep,55040.0,44828.0,2021-10-19,10365,10270,51,44,260352,0.0
21214,Madhya Pradesh,49178855.0,17612996.0,2021-10-19,792700,782098,10523,0,19617747,0.0
21215,Maharashtra,63751667.0,28582088.0,2021-10-19,6594820,6424547,139865,3603,61248820,0.0
21216,Manipur,1238121.0,610745.0,2021-10-19,122899,119640,1901,0,1345540,0.0
21217,Meghalaya,1090713.0,572167.0,2021-10-19,83079,80900,1439,0,1126461,0.0
21218,Mizoram,705793.0,491775.0,2021-10-19,113801,103305,392,0,1225486,0.0
21219,Nagaland,701850.0,448498.0,2021-10-19,31641,29693,676,1025,387814,0.0
21220,Odisha,24501143.0,10165073.0,2021-10-19,1035973,1023398,8347,0,21175476,0.0
21221,Puducherry,721696.0,371187.0,2021-10-19,127479,125137,1852,0,1880847,0.0
21222,Punjab,15580075.0,5855052.0,2021-10-19,602081,585316,16549,0,15054250,0.0
21223,Rajasthan,42063587.0,18717155.0,2021-10-19,954392,945400,8954,0,14640255,0.0
21224,Sikkim,520441.0,425281.0,2021-10-19,31783,30892,392,318,256140,0.0
21225,Tamil Nadu,39127480.0,14368598.0,2021-10-19,2689463,2639209,35928,0,49663451,0.0
21226,Telangana,20834756.0,8223938.0,2021-10-19,669365,661484,3941,0,27114383,0.0
21227,Tripura,2502028.0,1507633.0,2021-10-19,84340,83351,813,63,1948938,0.0
21228,Uttar Pradesh,93594568.0,27287561.0,2021-10-19,1710047,1687031,22898,0,81649962,0.0
21229,Uttarakhand,7438351.0,3511105.0,2021-10-19,343765,330065,7397,6128,7644446,0.0
21230,West Bengal,49570882.0,18662553.0,2021-10-19,1581946,1555520,18998,0,18733414,0.0
21231,Andaman and Nicobar Islands,292669.0,180093.0,2021-10-20,7646,7510,129,0,583314,0.0
21232,Andhra Pradesh,30590290.0,17534925.0,2021-10-20,2061810,2041924,14320,0,29100342,0.0
21233,Arunachal Pradesh,766828.0,498111.0,2021-10-20,55043,54625,280,0,1177033,0.0
21234,Assam,19791055.0,6814800.0,2021-10-20,607427,597859,5958,1347,24282029,0.0
21235,Bihar,47901265.0,15439287.0,2021-10-20,726036,716345,9661,1,48579142,0.0
21236,Chandigarh,920455.0,515151.0,2021-10-20,65312,64468,820,0,775259,0.0
21237,Chhattisgarh,13465235.0,6485120.0,2021-10-20,1005735,991979,13571,0,13484118,0.0
21238,Dadra and Nagar Haveli and Daman and Diu,656199.0,345346.0,2021-10-20,10679,10642,4,31,72410,0.0
21239,Delhi,12819658.0,7014362.0,2021-10-20,1439466,1414066,25090,0,28812339,0.0
21240,Goa,1250494.0,840650.0,2021-10-20,177706,173755,3354,0,1435769,0.0
21241,Gujarat,44163934.0,23501034.0,2021-10-20,826340,816077,10087,0,30402765,0.0
21242,Haryana,17495165.0,7477565.0,2021-10-20,771116,760934,10049,0,12808005,0.0
21243,Himachal Pradesh,5694279.0,3120818.0,2021-10-20,221936,216814,3711,17,3593910,0.0
21244,India,706353451.0,291590963.0,2021-10-20,34126707,33488191,452844,13138,595742218,589032.0
21245,Jammu and Kashmir,9450055.0,4524317.0,2021-10-20,331299,326070,4429,0,15789527,0.0
21246,Jharkhand,14535258.0,4932079.0,2021-10-20,348486,343209,5135,0,15521299,0.0
21247,Karnataka,41031154.0,20527182.0,2021-10-20,2984484,2937405,37976,29,49690154,0.0
21248,Kerala,25130834.0,12437039.0,2021-10-20,4879790,4769373,27084,529,37047867,0.0
21249,Ladakh,208021.0,148132.0,2021-10-20,20886,20644,208,0,551504,0.0
21250,Lakshadweep,55048.0,44887.0,2021-10-20,10365,10270,51,44,260731,0.0
21251,Madhya Pradesh,49195807.0,17725205.0,2021-10-20,792709,782104,10523,0,19670377,0.0
21252,Maharashtra,64028071.0,28805897.0,2021-10-20,6596645,6427426,139886,3605,61370390,0.0
21253,Manipur,1238699.0,616062.0,2021-10-20,122970,119706,1904,0,1347621,0.0
21254,Meghalaya,1091782.0,578353.0,2021-10-20,83158,80958,1439,0,1129283,0.0
21255,Mizoram,706070.0,494697.0,2021-10-20,114466,104548,395,0,1226151,0.0
21256,Nagaland,702867.0,454486.0,2021-10-20,31659,29702,676,1026,388526,0.0
21257,Odisha,24611717.0,10249486.0,2021-10-20,1036532,1023849,8349,0,21246062,0.0
21258,Puducherry,722733.0,374691.0,2021-10-20,127521,125208,1852,0,1884912,0.0
21259,Punjab,15593196.0,5865281.0,2021-10-20,602113,585331,16550,0,15086396,0.0
21260,Rajasthan,42126073.0,18872900.0,2021-10-20,954393,945401,8954,0,14649080,0.0
21261,Sikkim,520553.0,428628.0,2021-10-20,31800,30914,393,318,256663,0.0
21262,Tamil Nadu,39178055.0,14474652.0,2021-10-20,2690633,2640627,35948,0,49792210,0.0
21263,Telangana,20950881.0,8314490.0,2021-10-20,669556,661646,3942,0,27156065,0.0
21264,Tripura,2502032.0,1507971.0,2021-10-20,84346,83368,813,63,1950686,0.0
21265,Uttar Pradesh,94104896.0,27830874.0,2021-10-20,1710058,1687048,22898,0,81649962,0.0
21266,Uttarakhand,7440710.0,3530372.0,2021-10-20,343773,330071,7398,6128,7651916,0.0
21267,West Bengal,49771179.0,18738126.0,2021-10-20,1582813,1556315,19007,0,18769087,0.0
21268,Andaman and Nicobar Islands,292801.0,183742.0,2021-10-21,7646,7510,129,0,584772,0.0
21269,Andhra Pradesh,31254552.0,17767647.0,2021-10-21,2062303,2042476,14327,0,29142162,0.0
21270,Arunachal Pradesh,767356.0,502606.0,2021-10-21,55065,54645,280,0,1178328,0.0
21271,Assam,19819710.0,6938963.0,2021-10-21,607811,598087,5962,1347,24344565,0.0
21272,Bihar,48235219.0,15675409.0,2021-10-21,726042,716351,9661,1,48725005,0.0
21273,Chandigarh,921058.0,518390.0,2021-10-21,65315,64469,820,0,777076,0.0
21274,Chhattisgarh,14373828.0,6578272.0,2021-10-21,1005773,991995,13572,0,13506346,0.0
21275,Dadra and Nagar Haveli and Daman and Diu,656730.0,348777.0,2021-10-21,10681,10642,4,31,72410,0.0
21276,Delhi,12845186.0,7063618.0,2021-10-21,1439488,1414087,25090,0,28854902,0.0
21277,Goa,1251297.0,845692.0,2021-10-21,177765,173790,3357,0,1439828,0.0
21278,Gujarat,44235624.0,23782898.0,2021-10-21,826353,816110,10087,0,30457804,0.0
21279,Haryana,17542792.0,7591598.0,2021-10-21,771125,760945,10049,0,12821915,0.0
21280,Himachal Pradesh,5696403.0,3150186.0,2021-10-21,222138,216954,3715,17,3601015,0.0
21281,India,710957570.0,295275851.0,2021-10-21,34142481,33506833,453076,13140,597066481,0.0
21282,Jammu and Kashmir,9461882.0,4591983.0,2021-10-21,331386,326143,4429,0,15833125,0.0
21283,Jharkhand,14573535.0,4985417.0,2021-10-21,348526,343225,5135,0,15521299,0.0
21284,Karnataka,41518025.0,20648974.0,2021-10-21,2984849,2937848,37984,29,49807867,0.0
21285,Kerala,25153284.0,12564533.0,2021-10-21,4888523,4779228,27202,529,37134170,0.0
21286,Ladakh,208116.0,148436.0,2021-10-21,20896,20645,208,0,552127,0.0
21287,Lakshadweep,55048.0,44927.0,2021-10-21,10365,10270,51,44,261103,0.0
21288,Madhya Pradesh,49696705.0,18136364.0,2021-10-21,792721,782110,10523,0,19722437,0.0
21289,Maharashtra,64924238.0,29069232.0,2021-10-21,6598218,6430394,139925,3607,61494090,0.0
21290,Manipur,1239478.0,624646.0,2021-10-21,123051,119800,1905,0,1349383,0.0
21291,Meghalaya,1093154.0,586071.0,2021-10-21,83210,81034,1441,0,1131468,0.0
21292,Mizoram,706621.0,497269.0,2021-10-21,115207,105510,400,0,1234415,0.0
